Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-11-04 00:00:00-05:00,27.67045843843886,27.825519628264583,27.331124066834178,27.416519165039062,179544400,0.0,0.0
2015-11-05 00:00:00-05:00,27.50002004779122,27.689598432935576,27.12312235636019,27.290130615234375,158210800,0.13,0.0
2015-11-06 00:00:00-05:00,27.33301472438124,27.490995294085657,27.222428325588147,27.32172966003418,132169200,0.0,0.0
2015-11-09 00:00:00-05:00,27.299161486362152,27.49099552888714,27.093786743992297,27.211143493652344,135485600,0.0,0.0
2015-11-10 00:00:00-05:00,26.382873272774255,26.646927276347803,26.193294847382997,26.353532791137695,236511600,0.0,0.0
2015-11-11 00:00:00-05:00,26.263255726063772,26.50022657454588,26.00145739228274,26.20457649230957,180872000,0.0,0.0
2015-11-12 00:00:00-05:00,26.23843336546997,26.364817834384485,26.100763831034122,26.116561889648438,130102400,0.0,0.0
2015-11-13 00:00:00-05:00,25.999197498130858,26.08270248717664,25.33793310037159,25.353731155395508,183249600,0.0,0.0
2015-11-16 00:00:00-05:00,25.137073404100477,25.78253979888415,25.051312773035,25.768999099731445,152426800,0.0,0.0
2015-11-17 00:00:00-05:00,25.936005671613618,25.965346147002464,25.574906035688006,25.658411026000977,110467600,0.0,0.0
2015-11-18 00:00:00-05:00,26.12558652453721,26.51602495087476,26.066907290075378,26.470888137817383,186698800,0.0,0.0
2015-11-19 00:00:00-05:00,26.54987960454499,27.026080407511675,26.351275207640914,26.80716323852539,173183200,0.0,0.0
2015-11-20 00:00:00-05:00,26.901956081432402,27.06445139782359,26.82296578092541,26.92452621459961,137148400,0.0,0.0
2015-11-23 00:00:00-05:00,26.917755187996526,27.02157298339538,26.48217811757074,26.574710845947266,129930000,0.0,0.0
2015-11-24 00:00:00-05:00,26.47991449222617,26.935802479511832,26.432520324379073,26.829729080200195,171212800,0.0,0.0
2015-11-25 00:00:00-05:00,26.90420112607442,26.90871583938541,26.61306410442597,26.637889862060547,85553200,0.0,0.0
2015-11-27 00:00:00-05:00,26.696578070971547,26.72366119438065,26.540853124622807,26.588247299194336,52185600,0.0,0.0
2015-11-30 00:00:00-05:00,26.628869165711,26.949346742651052,26.574704644733995,26.698833465576172,156721200,0.0,0.0
2015-12-01 00:00:00-05:00,26.80039030264523,26.81393100148749,26.373841070524477,26.48217010498047,139409600,0.0,0.0
2015-12-02 00:00:00-05:00,26.48216908966575,26.65594942015389,26.197804093726983,26.24294090270996,133546400,0.0,0.0
2015-12-03 00:00:00-05:00,26.30387455200009,26.358039061103863,25.778022348952305,25.999195098876953,166278000,0.0,0.0
2015-12-04 00:00:00-05:00,26.019513698114295,26.91323604701471,25.978889876716135,26.863584518432617,231108000,0.0,0.0
2015-12-07 00:00:00-05:00,26.85229722635891,27.050901589617084,26.588241565179153,26.69431495666504,128336800,0.0,0.0
2015-12-08 00:00:00-05:00,26.522797146418345,26.76654008635242,26.373844275475854,26.68303680419922,137238000,0.0,0.0
2015-12-09 00:00:00-05:00,26.54988027568499,26.561165340666943,25.972120763279804,26.093992233276367,185445600,0.0,0.0
2015-12-10 00:00:00-05:00,26.188781815217627,26.391900941455514,26.069167696949552,26.218120574951172,116850800,0.0,0.0
2015-12-11 00:00:00-05:00,25.996944443262823,26.04208125585139,25.468834782309646,25.543312072753906,187544800,0.0,0.0
2015-12-14 00:00:00-05:00,25.317630871984115,25.43047465342069,24.77823773446605,25.385337829589844,257274800,0.0,0.0
2015-12-15 00:00:00-05:00,25.263464327597138,25.457555753963696,24.904620235832244,24.936216354370117,213292400,0.0,0.0
2015-12-16 00:00:00-05:00,25.0671130696232,25.27474517719647,24.554803150871464,25.128047943115234,224954000,0.0,0.0
2015-12-17 00:00:00-05:00,25.281513140894017,25.333422023816897,24.59542465209961,24.59542465209961,179091200,0.0,0.0
2015-12-18 00:00:00-05:00,24.579630563761512,24.71729837768362,23.87999781922301,23.929649353027344,385813200,0.0,0.0
2015-12-21 00:00:00-05:00,24.211750750486623,24.232063517519236,23.82582539545388,24.22303581237793,190362400,0.0,0.0
2015-12-22 00:00:00-05:00,24.238838340591045,24.311058273195176,24.02443417808636,24.200471878051758,131157600,0.0,0.0
2015-12-23 00:00:00-05:00,24.209498766115598,24.566085449963985,24.193700709077202,24.511920928955078,130629600,0.0,0.0
2015-12-24 00:00:00-05:00,24.599940584932966,24.599940584932966,24.362967991472047,24.381023406982422,54281600,0.0,0.0
2015-12-28 00:00:00-05:00,24.281709700086875,24.30427982051124,23.963491320032908,24.10793113708496,106816800,0.0,0.0
2015-12-29 00:00:00-05:00,24.139536266605376,24.696984701123718,24.11696785959983,24.541259765625,123724800,0.0,0.0
2015-12-30 00:00:00-05:00,24.50514804544306,24.532229442217997,24.18918521548392,24.220781326293945,100855200,0.0,0.0
2015-12-31 00:00:00-05:00,24.150820133921222,24.155333126354996,23.656563952261514,23.75586700439453,163649200,0.0,0.0
2016-01-04 00:00:00-05:00,23.15779507703764,23.78069307433639,23.020125560934314,23.77617835998535,270597600,0.0,0.0
2016-01-05 00:00:00-05:00,23.866454865419666,23.88902327269363,23.112659386942752,23.18036460876465,223164000,0.0,0.0
2016-01-06 00:00:00-05:00,22.695136139423642,23.103631715714023,22.5394129236889,22.72673225402832,273829600,0.0,0.0
2016-01-07 00:00:00-05:00,22.27083903968046,22.598085174079145,21.763042245149517,21.767555236816406,324377600,0.0,0.0
2016-01-08 00:00:00-05:00,22.24150199579669,22.36788643447157,21.837521197193666,21.882658004760742,283192000,0.0,0.0
2016-01-11 00:00:00-05:00,22.336294945746253,22.356605996795746,21.968423172719636,22.23699188232422,198957600,0.0,0.0
2016-01-12 00:00:00-05:00,22.692875587126995,22.724471694885743,22.306948501764648,22.55971908569336,196616800,0.0,0.0
2016-01-13 00:00:00-05:00,22.640970264147654,22.837319011904945,21.959394761740434,21.979705810546875,249758400,0.0,0.0
2016-01-14 00:00:00-05:00,22.108348638100864,22.677082136934686,21.607322082128857,22.460420608520508,252680400,0.0,0.0
2016-01-15 00:00:00-05:00,21.711131118967565,22.051919636739132,21.521554495163635,21.9210205078125,319335600,0.0,0.0
2016-01-19 00:00:00-05:00,22.209913711612767,22.264078244149463,21.553162082399982,21.814960479736328,212350800,0.0,0.0
2016-01-20 00:00:00-05:00,21.46288491186867,22.16026031240673,21.083729772221595,21.844297409057617,289337600,0.0,0.0
2016-01-21 00:00:00-05:00,21.905224847298413,22.090288500107565,21.426768522496506,21.73370361328125,208646000,0.0,0.0
2016-01-22 00:00:00-05:00,22.259556697331114,22.89825271239898,22.200879189198982,22.889225006103516,263202000,0.0,0.0
2016-01-25 00:00:00-05:00,22.91179823423387,22.91405559174768,22.390460569397693,22.44236946105957,207178000,0.0,0.0
2016-01-26 00:00:00-05:00,22.552953288224842,22.767355737261482,22.13317437545368,22.56649398803711,300308000,0.0,0.0
2016-01-27 00:00:00-05:00,21.675026821303355,21.80818161437232,21.065669563077257,21.083724975585938,533478800,0.0,0.0
2016-01-28 00:00:00-05:00,21.167224840729926,21.33197570485998,20.851262085784075,21.23493003845215,222715200,0.0,0.0
2016-01-29 00:00:00-05:00,21.39291980452718,21.968421936035156,21.29361674669528,21.968421936035156,257666000,0.0,0.0
2016-02-01 00:00:00-05:00,21.772072063368448,21.826236577921428,21.53058652207361,21.763044357299805,163774000,0.0,0.0
2016-02-02 00:00:00-05:00,21.535105020250406,21.6750319173024,21.27782135801816,21.322959899902344,149428800,0.0,0.0
2016-02-03 00:00:00-05:00,21.440315388168315,21.855579617615156,21.2326832734449,21.744993209838867,183857200,0.0,0.0
2016-02-04 00:00:00-05:00,21.751793784695217,22.085354844703513,21.59976309499952,21.919708251953125,185886800,0.13,0.0
2016-02-05 00:00:00-05:00,21.901556484415,21.992321676267277,21.25939651742458,21.33427619934082,185672400,0.0,0.0
2016-02-08 00:00:00-05:00,21.132331513227943,21.715495769016933,21.111910247219463,21.558927536010742,216085600,0.0,0.0
2016-02-09 00:00:00-05:00,21.395550208671985,21.7699556615148,21.31386168328073,21.55438804626465,177324800,0.0,0.0
2016-02-10 00:00:00-05:00,21.765413784088206,21.862986081295205,21.35243372569629,21.391008377075195,169374400,0.0,0.0
2016-02-11 00:00:00-05:00,21.282088335640594,21.49311668038653,21.009792747889836,21.26166534423828,200298800,0.0,0.0
2016-02-12 00:00:00-05:00,21.372852333084975,21.443194533655177,21.105095972305538,21.327468872070312,161405600,0.0,0.0
2016-02-16 00:00:00-05:00,21.56119084762643,21.976440480596768,21.468157770164417,21.928789138793945,196231600,0.0,0.0
2016-02-17 00:00:00-05:00,21.9356018226329,22.285046816212613,21.81760824109299,22.264625549316406,179452800,0.0,0.0
2016-02-18 00:00:00-05:00,22.42799173238463,22.43933803016862,21.80398344070875,21.842559814453125,156084000,0.0,0.0
2016-02-19 00:00:00-05:00,21.783569712956346,21.95602345792064,21.738187968535385,21.792646408081055,141496800,0.0,0.0
2016-02-22 00:00:00-05:00,21.853904112640826,21.987783153799384,21.765408530858885,21.983243942260742,137123200,0.0,0.0
2016-02-23 00:00:00-05:00,21.874324682759408,21.89701554433702,21.454537684367395,21.486305236816406,127770400,0.0,0.0
2016-02-24 00:00:00-05:00,21.325200867810022,21.86978854705989,21.1754380441749,21.80625343322754,145022800,0.0,0.0
2016-02-25 00:00:00-05:00,21.794912934733603,21.95602035522461,21.613382520297414,21.95602035522461,110330800,0.0,0.0
2016-02-26 00:00:00-05:00,22.0558561646213,22.241924023591572,21.915171765888896,21.990053176879883,115964400,0.0,0.0
